index,skill_resource_name,RUID,source,known_era_version_date,chronology_confidence,style_priority,effect_family,visual_density,screen_occupancy,color_structure,hit_treatment,trail_treatment,fragment_treatment,animation_rhythm,icon_usefulness,preview_status,notes,zip_member,sha256,local_copy
68,정체모를 주니어 발록,5638984319fd476ca3d89e2aaca7f32a,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,wave/area,high,medium,대표색 #FEEDEC; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_mon_drake:동굴 용염:layer_ruids; s_mon_jr_balrog:발록의 화염 파동:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0068_정체모를_주니어_발록/preview.png,87656910ea270a2ac642f626455597e043010e61ded46fdfab3c1a19fc415ab4,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_068.png
69,animationclip-660656,566b0886b4cf4f3997a29ecd3a1954b5,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,buff/passive,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 12개; 실제 지연값 미확보,보조,확보,s_mon_blue_snail:푸른 껍질:layer_ruids; s_mon_dark_stump:단단한 밑동:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0069_animationclip-660656/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_069.png
70,물방울 마력,572a7a12dcb449bcb0582fc2ccf5be07,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #63C0DB; dark 17%/mid 13%/bright 70%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_bubbling:물방울 마력:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0070_물방울_마력/preview.png,c9a90368419a9a530c060eaa656f0fcbb7c0132464b7486cffd442a1198960e4,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_070.png
71,animationclip-660879,5a19a94eb91e49428d698172dcc6b060,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,mixed/unknown,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 3개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 초보자 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0071_animationclip-660879/preview.png,0a24065d33ebe248a8489a3a34c9a1fecfa88e3067a40cb65f3029c1a2c8bc7c,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_071.png
72,마뇽,5ac6554c0ea94009bbd9389df0542339,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFE0C7; dark 0%/mid 4%/bright 96%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 7개; 실제 지연값 미확보,보조,확보,s_mon_manon:마뇽의 용화염:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0072_마뇽/preview.png,5a3d348e60bca44c851e90e62de8aa59b478b581b3c3e8f9c48fe731ee29146d,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_072.png
73,animationclip-1039437,5bc3cb66370a45ae9ba7349672a7cf2b,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,mixed/unknown,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 12개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 초보자 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0073_animationclip-1039437/preview.png,b93c6c23a5b17bb2c4ccb5f3c17e6b3a6443513a6e12745dd4fab0d79617da6a,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_073.png
74,animationclip-1038154,5c3501dc981941c5b04c2f690351bce8,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,layered VFX,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 15개; 실제 지연값 미확보,보조,확보,s_hero_03:오라 블레이드:effect_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0074_animationclip-1038154/preview.png,6b4f735f8e8483fff4b6e12b4f55c0cb103000ea708a54a28c4547c9d7dcdf5a,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_074.png
75,animationclip-661184,5f2d779cdb8b4cdb9620b2c235e51f25,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,layered VFX,high,medium,대표색 #F3E4E1; dark 1%/mid 3%/bright 96%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 11개; 실제 지연값 미확보,보조,확보,s_bow_03:애로우 플래터:effect_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0075_animationclip-661184/preview.png,85d255478f64d53dde31fc73fb136b113c75b9e93a4a74835495103956f232fb,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_075.png
76,요정의 마법가루,5f5ebe88b8f2426195c793b3440012e4,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #E0B1D2; dark 14%/mid 12%/bright 74%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_fairy:요정의 마법가루:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0076_요정의_마법가루/preview.png,20e09dfc3ceda96d93b5aa64b57302f28078de0862149abfb390eb1fefacc6a0,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_076.png
77,animationclip-661347,623d68d21e784ac9949fd7941ab53f67,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 18개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 6차 오리진 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0077_animationclip-661347/preview.png,857dcdd67abf0d629d5e790f59e2ba796e0c71a67884aef90201f27b89c5bb05,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_077.png
78,animationclip-661393,6294c62288bd46beb2ff548bd8671ee0,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,projectile,high,medium,대표색 #D7B892; dark 7%/mid 5%/bright 88%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_bow_02:바람의 시:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0078_animationclip-661393/preview.png,2c6c6b6a52d1ad32bccb2312505b2d80b28aff0d0826b6b1b92e6ceebec73bc9,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_078.png
79,뼈 무덤,637abac61bd14f788b157d6aaf1fa08f,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #A3939E; dark 26%/mid 0%/bright 74%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_skeleton_commander:뼈 무덤:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0079_뼈_무덤/preview.png,eab51ddd84dd7a1789d49913d0516e18ebfa782625fdd21b283aa96f7424ad93,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_079.png
80,sprite-8918337,644fc39bcc684c209264eb9d9a4cd6f8,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,icon,high,small,대표색 #DC6247; dark 21%/mid 26%/bright 54%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_hero_04:레이징 블로우:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0080_sprite-8918337/preview.png,ab65ae635874d79adc6bb7150ec2cb4ed6cad7bd54c35b429a9adac98e15cad5,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_080.png
81,animationclip-1042815,6486822ba9284f41b5c8c3a240d3a52b,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #FDFCFE; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 8개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 6차 오리진 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0081_animationclip-1042815/preview.png,f366f5b32550bb102124dffa1a64bb9837afabd2cfe71b7ab14ffee91c57e0a8,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_081.png
82,animationclip-661507,64f775829e234918bd65e9d22214bb06,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,projectile,high,medium,대표색 #D8FFA8; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 3개; 실제 지연값 미확보,보조,확보,s_bow_01:애로우 블로우:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0082_animationclip-661507/preview.png,975f270b9ee1340cca93aa9b192f70f7704f3933ced0a5da353d0ca379859ce2,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_082.png
83,animationclip-1042090,6611bd12f23d4f3e8c45689533ff6e1d,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #F9FBFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 11개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 6차 오리진 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0083_animationclip-1042090/preview.png,b98e875c7fa5060fe7589a8c4ff35f45a0c5af49d68180b51686933e5d430371,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_083.png
84,animationclip-661888,67a9ec7922374ed79f28d6bb3096aff4,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #AFA696; dark 8%/mid 10%/bright 83%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 16개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: HEXA 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0084_animationclip-661888/preview.png,ddac48a7284e1a39e397dc07201053aeed724695eff3d5c71ad4eedb28fe9bac,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_084.png
85,포자 살포,6923ce8064e4445d8e63176645943fb1,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #A58F5D; dark 24%/mid 10%/bright 66%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_mushroom:포자 살포:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0085_포자_살포/preview.png,216745fce4bc7af46bb733c3bb347c9ab2534d8f65c09dc2d9849ce45ae156ae,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_085.png
86,animationclip-1038620,69656381a8e04edcbb8a2c8599567ab3,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,impact/explosion,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 16개; 실제 지연값 미확보,보조,확보,s_mon_mano:마노의 무지개 파동:layer_ruids; s_mon_octopus:먹물 폭발:layer_ruids; s_mon_slime:끈적한 몸통:layer_ruids; s_mon_starfish:별가시 회전:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0086_animationclip-1038620/preview.png,737bda07ade012f16005f969ab4c1eb8fe713cd0656d951a44ce01b581ca4d23,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_086.png
87,에인션트 다크골렘,6ad623bf86ad46f0ad423c10e383a28e,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,impact/explosion,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,s_mon_ancient_dark_golem:고대 암흑 지진:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0087_에인션트_다크골렘/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_087.png
88,루나픽시,6d96350411834e2b90a2fe18ff542159,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #F3FAFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_mon_lunar_pixie:월광 구슬:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0088_루나픽시/preview.png,53436cc9523174bd764d41e88b693f41cc9a41a0bd47507cb7880f1b5ebbadd5,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_088.png
89,스타픽시,6ffbabe486c24e5ea6cda2c54022033b,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #FFFEFD; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_mon_star_pixie:별빛 탄환:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0089_스타픽시/preview.png,c2c232ef1c4838e6954506cbcbb98503261b5fd413706689b5b7d7414e94478e,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_089.png
90,마티안,70f170cb7f644da28dc93915a8e70dd9,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,beam,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 7개; 실제 지연값 미확보,보조,확보,s_mon_mateon:마티안 광선탄:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0090_마티안/preview.png,763faf6c2e9149475327bee8e0ee3bd048f66c7d2a09e894c4c15ab01e703585,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_090.png
91,sprite-12921354,71a82cb186bb41799e6dbb3a421cb474,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,icon,high,small,대표색 #878A8B; dark 27%/mid 33%/bright 40%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_wraith:원혼의 기운:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0091_sprite-12921354/preview.png,cf25382e8daa2c7f560da4073d1bb52240b1bc366061df42e15edf04091579b5,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_091.png
92,끈적한 몸통,72d1dd0939714240bddc0b6865eb93ce,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #75A643; dark 20%/mid 19%/bright 62%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_slime:끈적한 몸통:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0092_끈적한_몸통/preview.png,b5d2e6c7b518f6bf2b992d2adae7957afe91718a8f91a7c32f7d412ee44b69dc,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_092.png
93,도도,72e16f10f6ec4cf0a1fe3146e73f0856,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #D1DFE5; dark 2%/mid 5%/bright 93%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_mon_dodo:기억 포식:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0093_도도/preview.png,30e8927a5d4170abdd298b5d4bfa820f8d1e4925f084d4d2362f665cea68bbc7,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_093.png
94,푸른 껍질,73c1bdafcb7e42bc8db0041883226449,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #7C98C7; dark 19%/mid 12%/bright 68%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_blue_snail:푸른 껍질:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0094_푸른_껍질/preview.png,96508f1a0d0ba5479121c4782e35e0fab99e0d9a5a4aee12ccfc59132d0a6d2b,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_094.png
95,이슬 미끄럼길,74cd5784067849bf865c80b2f2ebf795,프로젝트 보존 원본/반입 프레임,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,low,medium,대표색 #8CC353; dark 16%/mid 50%/bright 35%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,보조,확보,s_mon_snail_dew_trail:이슬 미끄럼길:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0095_이슬_미끄럼길/preview.png,dd8869b283149fad931b66e90b1d3cc6b21198827f96d8cbdd95da33ad8925d7,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_095.png
96,수련용 나무인형,7598c7485ce9483b8b1178386b7d8f73,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #897154; dark 15%/mid 14%/bright 71%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,보조,확보,s_mon_wooden_dummy:목인 회전타:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0096_수련용_나무인형/preview.png,708c088fdf74eb7fcde1651cd2af4c51e1652f6f27052ccd88f081a47dce8515,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_096.png
97,스타픽시,78e3188f0fc14797a8383658e626e3ea,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #F0FDEB; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 2개; 실제 지연값 미확보,보조,확보,s_mon_star_pixie:별빛 탄환:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0097_스타픽시/preview.png,c221673ceb2e2b723fcde3d2abc20f1836eb1b10192d6c3b7e375ed7bd2554bb,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_097.png
98,animationclip-1040852,79c9b3b094dd49eda90e80d178f0ff28,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,dash,high,medium,대표색 #F8F7F6; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 10개; 실제 지연값 미확보,보조,확보,s_mon_wild_boar:저돌 맹진:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0098_animationclip-1040852/preview.png,879b806612fe0efeb5929f202ce480d2f54dfbc2338b6a2142a2badce0397bcc,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_098.png
99,설귀도 화이트팽,7a41e40ee7d846908e29ec10b94630b0,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFCF7; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,s_mon_hector:설원 늑대 발톱:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0099_설귀도_화이트팽/preview.png,c91e6e533b56bfb06e26cc784e252c0d62062c8d8f48e728245acfbd17f97c95,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_099.png
100,animationclip-1040678,7d1673d31f0d48ba96061c8a840c64af,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #62C0CF; dark 1%/mid 21%/bright 78%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 7개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: HEXA 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0100_animationclip-1040678/preview.png,67747e272f6c23b19515ac18604730191c90907f7e9957c196b966b64463e16b,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_100.png
