index,name,RUID,original_priority,chronology,view_scope,usable_kind,use_limitation,zip_member,sha256
115,animationclip-664261,9520049ad5844acb847351928c162169,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0115_animationclip-664261/preview.png,f22868b3589c241b099186d1419b9b1fc183ffd207b8d3ecb55e0a8c23e8e577
116,데우,98cd61bf1b2c4ff496455ad956cd95d5,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0116_데우/preview.png,099f8479c73692548a4f487dbdebc869c232a073d5fb23e499bb71dbc51044e4
117,animationclip-664520,997628810df4448f9e534bc426d6794a,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0117_animationclip-664520/preview.png,86e2b927b52abd5f357ec85a8a44dd70e40b9a80547bb2c3fef4544fd1c3186b
118,데우,9af96df994cf4794882fec71c027da2b,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,BODY_SCREENED,본체 이미지가 중심. 몬스터 정체성 보조 외 VFX 마감 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0118_데우/preview.png,29a477ff9b7645708e6e4d567a4678cab544cde35fe69adc12901f1b2a2af25e
119,animationclip-1039919,9c927f6388e74628b1050dfc8490246c,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0119_animationclip-1039919/preview.png,fe9fcaf5b7b4e6e027b6c3064dd95894f0803c6da01448b60fef019bce9246ae
120,원공,9ca14ee512b1489cbb54b2b9833388cd,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0120_원공/preview.png,375f01fdb702323cb37e864e4f0607459f0038b29a7f8f27135267435fe1a50c
121,변형된 아이언호그,9d71fbaf9b154c51bbdb481eaa2fc52f,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0121_변형된_아이언호그/preview.png,3b3fa6410bd4adc4152e6e7dd1b9d5885d76fdbc3ed6725a4e482795777051fb
122,animationclip-664798,9defa2b61ad94ae3bc50d707979770e6,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0122_animationclip-664798/preview.png,6f7a784fc1ca7ddb100dd74635c6e9c79bedf7007b44c88a4a040d2ded80cfed
123,설귀도 화이트팽,9fae493a549a4396a2f1378c39f7386f,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0123_설귀도_화이트팽/preview.png,c91e6e533b56bfb06e26cc784e252c0d62062c8d8f48e728245acfbd17f97c95
124,sprite-8925662,a04302b1969248d2a7de250f3cb654b5,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0124_sprite-8925662/preview.png,c3c539507144873d939954c73c76d65351c99567ead3589386cbe40866f5c9b6
125,변형된 아이언호그,a29334463fbf4a7bbc8e4cb7325229b7,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0125_변형된_아이언호그/preview.png,3935ef2a90643c65e0a5e0b13933a9d95eac7600e772716a90bbb90ca2e80755
126,킹 블록퍼스,a2da67e687994755a8943c2bcf871902,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0126_킹_블록퍼스/preview.png,59b6f21ab70dbfc1d54dfa34352c178656cfd5e5fa83572ca3d8c37f4d050db0
127,animationclip-1042336,a610b14bbc55477cbc78777a5a2e7ed1,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0127_animationclip-1042336/preview.png,0a8b713c459589a1a48179a5bdeb5e1b5b649c8de1eee7b66445479f24ccac58
128,animationclip-665317,a6696166fce347e7b6394508f83dd687,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,BLANK_OR_NEAR_BLANK_SCREENED,제공 썸네일에서 유효한 형상 식별이 어려움. 품질/소멸 기준으로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0128_animationclip-665317/preview.png,1364096aa802fd7eaeb5b78b0bdce67a454680b837c66068774e7933ee8709e7
129,샤크,a6ab8a49e4174a29bd45a835ed6d3460,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0129_샤크/preview.png,a3d4733a75ae947a63dc64a464e4a2b6c6c4d72e9b8c63490a54153468666fcf
130,animationclip-665381,a77ea54c400e4b56a44ed05091a0ae53,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0130_animationclip-665381/preview.png,305f6c338b65b12c556e09669f166d039d810f98041cc925b80fc485cc0d8697
131,[★] 망각의 수호대장,aa3d9ed3c4a3435298afcb494ac7fcac,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0131_[★]_망각의_수호대장/preview.png,19a112ac58de149eb9ec20ba534b448c2abebbb82c08cdd1412135a2d5b00cc2
132,키메라,ab113d9a5ca5402d85ecc2ab7a4f51a1,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0132_키메라/preview.png,7cc0dd598d6228352f31b48cd3c83fc119cc15c77956c13745e003b765b8269d
133,animationclip-1043000,af4e6abe766e4970a0e90aca58c6cc1c,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0133_animationclip-1043000/preview.png,ddee3e602ae99150bab8dce3f4c45833737a4a2680aa951654cbe1c66b97f52b
134,도끼 휘두르기,b03001aaa4cf4dfe82d34a48c58cb342,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0134_도끼_휘두르기/preview.png,ca09d33b96f4b97b0d493b21242d9c964f6143cf2c3887fd705e19ec0c5dca12
135,엘리쟈,b14b3dbca0504af28e8d085c12b22000,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0135_엘리쟈/preview.png,0b9b2377dcd97111195cc03bb677fd70d8b624b4f84bf0af91293de4bdb3ff39
136,원공,b22bb4955588482cbe450b97cff20c19,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0136_원공/preview.png,0283202fff86d7bdd7918434efbe3ad4856e0fab7baf643d7f45fda0e0b11b38
137,sprite-8928057,b4fc4ca0e970498781b49ddfdffe9ff1,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0137_sprite-8928057/preview.png,2700f0e5263ed7aad781c85ce8307581a811b36830ef83472827e93f7518dda0
138,스타픽시,b61e7e2a50b2405794f88fdddf44b73a,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0138_스타픽시/preview.png,79ea87d3ff27632b96958b437858854179e714ad862182348f4ed247f887a768
139,저돌 맹진,b656b6744e204375a345782b5119aea2,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0139_저돌_맹진/preview.png,fbc5f320230f1416edbcd0246ccb06ab9f74869d6e68c3b6526d7f7248491d65
140,마뇽,b6b5849af24a416ab1680a1dced9697f,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0140_마뇽/preview.png,452f3ae6b2fa0bf8b372cdfc0edc7d3a3893944b2d2103d27e473487018d2d9b
141,설귀도 화이트팽,b9d0ab716c054c58a18c0c38b07695a5,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,BODY_SCREENED,본체 이미지가 중심. 몬스터 정체성 보조 외 VFX 마감 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0141_설귀도_화이트팽/preview.png,2069194e3e06ead2dc765c4927e57c0d98e0702458486a1b00da0a4644c58f46
142,animationclip-666784,beabe4fd1d6d442dafe41d0d086e622e,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,BLANK_OR_NEAR_BLANK_SCREENED,제공 썸네일에서 유효한 형상 식별이 어려움. 품질/소멸 기준으로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0142_animationclip-666784/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9
143,저주의 인형,c07ed26000af460a8438a3486e16f3ec,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0143_저주의_인형/preview.png,2484ea2c804ad45a5f06d5c9542aace6b2b3237db373aaba54a8148227f71f78
144,추억의 신관,c25e7243baaf4b21bb70ee10dcd33890,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0144_추억의_신관/preview.png,d439701c811b7dd7d9d26c74f7a541988ee189f9a1450036ed18cbd924da6f33
145,sprite-8929715,c2b8ef247cb243268aae39b3d51f89e7,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0145_sprite-8929715/preview.png,f5506d5c908009b27e627353438e5ea7bd745e3817576b4a9ae4d35b0f72b6aa
146,animationclip-667168,c4f8dce4ee2745cda0f211514605261b,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0146_animationclip-667168/preview.png,b5a7fcfa8c577724c8b0db531873d5717b5d308cf8bcc3d6e0a739c0e35c99ea
147,킹크랑,c57b15ccc8dd408b98c627617144d3cd,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0147_킹크랑/preview.png,3d59e4f0fb0dd906cda23dd0a7ff4e7a780e11cd45dd45a5af16f67ec493eea0
148,설산의 마녀,c5a807748e9443348e5b14162948f26b,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0148_설산의_마녀/preview.png,11fd83856769a567f08a6fec09e7f71e2c56b1b3218cc455a812286027e56cfd
149,sprite-12921677,c65619c9037a4018a344e1625fe2a753,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0149_sprite-12921677/preview.png,f06cee337e08189020664e6f069545bca14f37a498b675335ee08387d0057c39
150,제노,c68a17e01f83412882ac127cda104ee3,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,BODY_SCREENED,본체 이미지가 중심. 몬스터 정체성 보조 외 VFX 마감 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0150_제노/preview.png,9f4174284065ae72708fd578fec038227f79cf76ae49665c69f34176082f247d
151,스텀피,c6b3f052e977479ea5ad5329ce0981ca,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0151_스텀피/preview.png,ab4d25f9c6431b12db8a74fafa90b8a1102925b121da21d138dbc226ca269448
152,animationclip-1038917,c912850a22804b7ab7fee10252397397,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0152_animationclip-1038917/preview.png,6fd8e00fb9bb95eec176e94d1413ad8f2631cf5e1d6a7f3c70b7c42fefe60407
153,암석 피부,cba9471e009f46ee9c786f31d29c3848,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0153_암석_피부/preview.png,9ad04324205c20befde1b9d91a5083cec3679a318e154f4605abfb1815e90767
154,도도,cf2fe8e1a8954e7099bd2243cfb908d7,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0154_도도/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9
155,animationclip-668335,d8cbacc0ed7545d4afa1a948fafca99b,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0155_animationclip-668335/preview.png,0ad75262c4a487fb89e14e3cec06a8224deec434e3204bb21e166eae37fd9734
156,animationclip-668383,d96be74e6b014ce884413a98c139a136,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0156_animationclip-668383/preview.png,1a9e7a702649a247680e9218cb170f6bee5e3920922ab9b30fc5a94fb8188381
157,강철 발굽,da712fe9654b4ea2940cee669043bceb,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0157_강철_발굽/preview.png,ca21d4d297464b6386179353f1475ccf001bfcdd0ec2b6f0d9ab929d80abb250
158,animationclip-668461,db2b67de20f5418cb7b5050ce0641df1,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0158_animationclip-668461/preview.png,93b9f025e0eccfae362f124374423408fb04263f6058b0ad7c27711b160a2ee0
159,animationclip-668557,dccb430baeae4e0293035a3394b5e288,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0159_animationclip-668557/preview.png,bfbdc72a17f7f580df1e815413e372652cd3996d3046d009221c762844520832
160,sprite-8932807,dcfc97ad90e146d08a46225082ae590b,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0160_sprite-8932807/preview.png,4cf89ad9444d2c07088c90bcf5fbf554557e3abe82d4fdde79acdc41b2e8b4cf
161,설귀도 화이트팽,dd098279908940fa938d3c5cb3dda732,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,BODY_SCREENED,본체 이미지가 중심. 몬스터 정체성 보조 외 VFX 마감 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0161_설귀도_화이트팽/preview.png,2069194e3e06ead2dc765c4927e57c0d98e0702458486a1b00da0a4644c58f46
162,sprite-12899995,de5f2ecbd5ae4a7c9fe5c25f1ed9728a,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0162_sprite-12899995/preview.png,2eb71fb8319e09e6d17e4f55251fdc4ce34e1f4a23b61682c3fdaea8f61bd933
163,변형된 스텀피,dfb0126bee6f48fb9bdb289bddef870b,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0163_변형된_스텀피/preview.png,95319cc5bba396cc687f098e1009accf854ca6d50a43e04ead924436ca658689
164,animationclip-1040017,e2a05bd4787543618ffcbbe719288ee8,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0164_animationclip-1040017/preview.png,eb32edb551f695a72b54034394b7d250b3706f833cb888b010616339d9dac928
165,네오 휴로이드,e51545cbf94349f59f4431e2e76d2cdc,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0165_네오_휴로이드/preview.png,83bd5bcb2e3eb1a573f6d6954ce4f50dcf5aa64047dfbaa5432b14659b0a6639
166,킹 블록퍼스,e53471f0f7114343907be7beb520751f,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0166_킹_블록퍼스/preview.png,d7e36d4d33bb259a2fa043aa473268430adfcc24f838d99182b7c3e5a4fec719
167,타이머,e5558e07445143b6999f20246768a3fe,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0167_타이머/preview.png,c27ea883c3ce57097a5746fb5fed9d53ee819efd41e42dec0c56fc9160021b8f
168,sprite-12850151,e5591a8f17a84f7d966499a0048cf15a,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0168_sprite-12850151/preview.png,d0d995611b74da2153c393b985f268895e8da242a0c2b8496e29050d3cfc5646
169,변형된 스텀피,e79a4d871f6a4cbdbf75a7126982013e,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0169_변형된_스텀피/preview.png,db5cc07502b0b16d068c2367f90a3c0ae6558465b7c7d1af7a2454019828e878
170,루나픽시,e7ee1a40564c43afbced2da544471266,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0170_루나픽시/preview.png,c1a39f989205a62e46f7bbe08dffd2b4ad900591c16286ec2cd5d16b450a9913
171,마티안,e9d2e8cba2aa4245ae29cfb516746a04,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0171_마티안/preview.png,d7e36d4d33bb259a2fa043aa473268430adfcc24f838d99182b7c3e5a4fec719
